ID,NAME,ALT_NAME,ADDRESS,ZIP,TELEPHONE,STATUS,POPULATION,SOURCE,SOURCEDATE,WEBSITE,BEDS,TRAUMA,HELIPAD
30696101,MODOC MEDICAL CENTER,NOT AVAILABLE,228 MC DOWELL STREET,96101,0,OPEN,87,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.modocmedicalcenter.org,87,NOT AVAILABLE,TRUE
38593901,SALINAS VALLEY MEMORIAL HOSPITAL,NOT AVAILABLE,450 EAST ROMIE LANE,93901,0,OPEN,269,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.svmh.com,269,NOT AVAILABLE,FALSE
12678414,CORPUS CHRISTI SPECIALTY HOSPITAL,NOT AVAILABLE,1310 THIRD STREET,78414,3618884323,CLOSED,189,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,9/23/14 0:00,NOT AVAILABLE,189,NOT AVAILABLE,TRUE
15992866,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,NOT AVAILABLE,393 S. TUSTIN STREET,92866,0,OPEN,27,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.healthbridgeorange.com,27,NOT AVAILABLE,FALSE
16192680,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,NOT AVAILABLE,14851 YORBA STREET,92680,0,OPEN,48,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.tustinrehab.com,48,NOT AVAILABLE,FALSE
23792621,KINDRED HOSPITAL BREA,NOT AVAILABLE,875 NORTH BREA BOULEVARD,92621,0,OPEN,86,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.kindredhospitalbrea.com/,86,NOT AVAILABLE,FALSE
24392683,KINDRED HOSPITAL WESTMINSTER,NOT AVAILABLE,200 HOSPITAL CIRCLE,92683,0,OPEN,109,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.khwestminster.com/,109,NOT AVAILABLE,FALSE
22093277,KAWEAH DELTA MENTAL HEALTH HOSPITAL D/P APH,NOT AVAILABLE,1100 SO. AKERS STREET,93277,0,OPEN,63,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.kaweahdelta.org,63,NOT AVAILABLE,FALSE
1931537,CHARLTON MEMORIAL HOSPITAL,NOT AVAILABLE,2449 THIRD STREET,31537,0,CLOSED,-999,http://167.193.144.247/,11/24/12 0:00,http://www.southcoast.org/charlton/,0,NOT AVAILABLE,TRUE
5870563,DAUTERIVE HOSPITAL,NOT AVAILABLE,600 N LEWIS AVE.,70563,3373657311,OPEN,103,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/19 0:00,http://www.dauterivehospital.com,103,NOT AVAILABLE,TRUE
13177954,CROCKETT MEDICAL CENTER,EAST TEXAS MEDICAL CENTER - CROCKETT,1100 EAST LOOP 304,77954,9365463891,OPEN,25,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/19 0:00,http://crockettmedicalcenter.com/,25,NOT AVAILABLE,TRUE
4671360,CENTRAL LOUISIANA STATE HOSPITAL,NOT AVAILABLE,242 W SHAMROCK AVE,71360,3184846200,OPEN,128,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/19 0:00,http://www.dhh.la.gov/omh/inpatient-serv/clsh.htm,128,NOT AVAILABLE,FALSE
15671222,REEVES MEMORIAL MEDICAL CENTER,NOT AVAILABLE,409 1ST ST,71222,3182859066,OPEN,11,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/19 0:00,http://reevesmemorial.com/,11,NOT AVAILABLE,TRUE
16971241,SERENITY SPRINGS SPECIALTY HOSPITAL,NOT AVAILABLE,309 N MAIN ST,71241,3182023860,OPEN,18,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/19 0:00,http://www.serenityhospital.com,18,NOT AVAILABLE,FALSE
15371373,RIVERBRIDGE SPECIALTY HOSPITAL,NOT AVAILABLE,209 FRONT ST.,71373,8002698034,OPEN,40,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/19 0:00,http://www.promise-misslou.com,40,NOT AVAILABLE,FALSE
5371418,CITIZENS MEDICAL CENTER,NOT AVAILABLE,7939 HIGHWAY 165,71418,3186496106,OPEN,40,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/19 0:00,NOT AVAILABLE,40,NOT AVAILABLE,FALSE
22830662,BROWN MEMORIAL CONVALESCENT CENTER,NOT AVAILABLE,545 COOK STREET,30662,7062451900,CLOSED,144,http://167.193.144.247/,11/24/12 0:00,http://tycobbhealthcare.com/programsservices/longtermcare/brownmemorialconvalescentcenter.aspx,144,NOT AVAILABLE,FALSE
70990806,COLLEGE MEDICAL CENTER,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVENUE,90806,0,OPEN,121,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.collegemedicalcenter.com,121,NOT AVAILABLE,FALSE
71794577,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,NOT AVAILABLE,2500 MERCED STREET,94577,0,OPEN,216,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.kaiserpermanente.org,216,NOT AVAILABLE,FALSE
72590723,KINDRED HOSPITAL PARAMOUNT,NOT AVAILABLE,16453 SOUTH COLORADO AVENUE,90723,0,OPEN,177,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.promiseeastla.com/,177,NOT AVAILABLE,FALSE
73790650,DEPARTMENT OF STATE HOSPITAL-METROPOLITAN,NOT AVAILABLE,11401 BLOOMFIELD AVENUE,90650,5628637011,OPEN,1265,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.dsh.ca.gov/metropolitan/default.asp,1265,NOT AVAILABLE,FALSE
196162274,PINCKNEYVILLE COMMUNITY HOSPITAL,NOT AVAILABLE,5383 STATE ROUTE 154,62274,6183572187,OPEN,-999,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/19 0:00,http://www.pvillehosp.org/,17,NOT AVAILABLE,TRUE
85531419,ST JOSEPH'S HOSPITAL - SAVANNAH,NOT AVAILABLE,11705 MERCY BOULEVARD,31419,0,OPEN,-999,http://www.gamap2care.info/,8/9/19 0:00,NOT AVAILABLE,294,NOT AVAILABLE,TRUE
86630165,KINDRED HOSPITAL ROME,NOT AVAILABLE,320 TURNER MCCALL BOULEVARD,30165,0,OPEN,45,http://www.gamap2care.info/,8/9/19 0:00,NOT AVAILABLE,45,NOT AVAILABLE,FALSE
87130286,UPSON REGIONAL MEDICAL CENTER,NOT AVAILABLE,801 W GORDON STREET,30286,0,OPEN,115,http://www.gamap2care.info/,8/9/19 0:00,NOT AVAILABLE,115,NOT AVAILABLE,FALSE
87531719,PHOEBE SUMTER MEDICAL CENTER,NOT AVAILABLE,126 HIGHWAY 280 W,31719,2299246011,OPEN,76,http://www.gamap2care.info/,8/9/19 0:00,http://www.phoebeputney.com/phoebecontentpage.aspx?nd=1479,76,NOT AVAILABLE,TRUE
87931830,ROOSEVELT WARM SPRINGS LTAC HOSPITAL,NOT AVAILABLE,6135 ROOSEVELT HIGHWAY,31830,4046555011,OPEN,32,http://www.gamap2care.info/,8/9/19 0:00,NOT AVAILABLE,32,NOT AVAILABLE,FALSE
90030265,SOUTHEASTERN REGIONAL MEDICAL CENTER,NOT AVAILABLE,600 CELEBRATE LIFE PKWY,30265,0,OPEN,25,http://www.gamap2care.info/,8/9/19 0:00,http://www.cancercenter.com/southeastern/,50,NOT AVAILABLE,FALSE
2054311,BROWN CTY COMMUNITY TREATMENT CENTER,NOT AVAILABLE,3150 GERSHWIN DRIVE,54311,9203914700,OPEN,16,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/19 0:00,http://www.co.brown.wi.us/,16,NOT AVAILABLE,FALSE
151253226,WHEATON FRANCISCAN WI HEART SPINE AND ORTHO,WISCONSIN HEART HOSPITAL,10000 WEST BLUEMOUND ROAD,53226,4147787800,OPEN,40,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/19 0:00,NOT AVAILABLE,40,NOT AVAILABLE,FALSE
159171301,COMPASS BEHAVIORAL CENTER OF ALEXANDRIA,NOT AVAILABLE,6410 MASONIC DRIVE,71301,3184730035,OPEN,-999,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/19 0:00,NOT AVAILABLE,18,NOT AVAILABLE,FALSE
163570394,OCSHNER ST. ANNE GENERAL HOSPITAL,NOT AVAILABLE,4608 HIGHWAY 1,70394,9855378377,OPEN,38,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/19 0:00,https://www.ochsner.org/locations/ochsner-st-anne/,38,NOT AVAILABLE,TRUE
164970748,FELICIANA FORENSIC FACILITY,NOT AVAILABLE,4502 HWY 951,70748,2256340216,OPEN,-999,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/19 0:00,http://new.dhh.louisiana.gov/index.cfm/directory/detail/219,0,NOT AVAILABLE,FALSE
160970056,UNITED MEDICAL HEALTHWEST-NEW ORLEANS,NOT AVAILABLE,3201 WALL BOULEVARD,70056,5044335551,OPEN,-999,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/19 0:00,http://umrhospital.com/locations/new-orleans/,14,NOT AVAILABLE,FALSE
152354971,RIPON MEDICAL CENTER,NOT AVAILABLE,845 PARKSIDE ST,54971,9207483101,OPEN,18,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/19 0:00,http://www.agnesian.com/locations/hospitals/ripon-medical-center,18,LEVEL IV,TRUE
15954660,TOMAH VA MEDICAL CENTER,NOT AVAILABLE,500 E VETERANS ST,54660,6083723971,OPEN,-999,https://www.va.gov/directory/guide/allstate.asp,9/26/19 0:00,http://www.tomah.va.gov/,0,NOT AVAILABLE,TRUE
5854452,ASCENSION GOOD SAMARITAN HLTH CTR,NOT AVAILABLE,601 S CENTER AVE,54452,7155365511,OPEN,25,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/19 0:00,http://www.ministryhealth.org,25,LEVEL IV,TRUE
58796001,RESTPADD PSYCHIATRIC HEALTH FACILITY,NOT AVAILABLE,2750 EUREKA WAY,96001,5302626700,OPEN,16,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.restpadd.com/,16,NOT AVAILABLE,FALSE
59093436,THE CHAMPION CENTER,NOT AVAILABLE,303 SOUTH C STREET,93436,8443943767,OPEN,34,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,https://championrecovery.com/,34,NOT AVAILABLE,FALSE
23831825,STEWART WEBSTER HOSPITAL,NOT AVAILABLE,580 ALSTON STREET,31825,2298873366,CLOSED,25,http://www.gamap2care.info/locator.html#,3/8/16 0:00,http://www.stewartcountyga.gov/stewartwebsterhospital.htm,25,NOT AVAILABLE,FALSE
21891761,KAISER FND HOSP ONTARIO MEDICAL CENTER CAMPUS,NOT AVAILABLE,2295 S. VINEYARD AVENUE,91761,0,OPEN,176,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.kaiserpermanente.org,176,NOT AVAILABLE,FALSE
25692354,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,NOT AVAILABLE,25333 BARTON ROAD,92354,0,OPEN,134,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.llumc.edu,134,NOT AVAILABLE,FALSE
44792404,ST. BERNARDINE MEDICAL CENTER,NOT AVAILABLE,2101 NORTH WATERMAN AVENUE,92404,0,OPEN,342,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.stbernardinemedicalcenter.com,342,NOT AVAILABLE,FALSE
20092120,KAISER FND HOSP - SAN DIEGO,NOT AVAILABLE,4647 ZION AVENUE,92120,0,OPEN,414,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.kaiserpermanente.org,414,NOT AVAILABLE,FALSE
40992037,SCRIPPS GREEN HOSPITAL,NOT AVAILABLE,10666 NORTH TORREY PINES ROAD,92037,0,OPEN,173,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.scrippshealth.org,173,NOT AVAILABLE,FALSE
41092024,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,NOT AVAILABLE,354 SANTA FE DRIVE,92024,0,OPEN,194,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.scripps.org,194,NOT AVAILABLE,TRUE
42292123,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,NOT AVAILABLE,3003 HEALTH CENTER DRIVE,92123,0,OPEN,206,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.sharp.com,206,NOT AVAILABLE,TRUE
51092103,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,92103,0,OPEN,390,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,https://health.ucsd.edu/locations/pages/hillcrest.aspx,390,LEVEL I,TRUE
4894118,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,NOT AVAILABLE,3700 CALIFORNIA STREET,94118,0,OPEN,299,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.cpmc.org,299,NOT AVAILABLE,FALSE
5094115,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,NOT AVAILABLE,2333 BUCHANAN STREET,94115,0,OPEN,309,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.cpmc.org,309,NOT AVAILABLE,FALSE
46594117,ST. MARY'S MEDICAL CENTER SAN FRANCISCO,NOT AVAILABLE,450 STANYAN STREET,94117,0,OPEN,403,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.stmarysmedicalcenter.org,403,NOT AVAILABLE,FALSE
20595403,KAISER FND HOSP - SANTA ROSA,NOT AVAILABLE,401 BICENTENNIAL WAY,95403,0,OPEN,173,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.kaiserpermanente.org,173,NOT AVAILABLE,FALSE
19594590,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,NOT AVAILABLE,975 SERENO DRIVE,94590,0,OPEN,248,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.kaiserpermanente.org,248,NOT AVAILABLE,FALSE
53195695,WOODLAND MEMORIAL HOSPITAL,NOT AVAILABLE,1325 COTTONWOOD STREET,95695,0,OPEN,108,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.woodlandhealthcare.org,108,NOT AVAILABLE,FALSE
1294609,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,NOT AVAILABLE,3100 SUMMIT STREET,94609,0,OPEN,75,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.altabatessummit.com,75,NOT AVAILABLE,FALSE
39794578,SAN LEANDRO HOSPITAL,NOT AVAILABLE,13855 EAST 14TH STREET,94578,0,OPEN,93,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://edenmedcenter.org,93,NOT AVAILABLE,FALSE
46694545,ST. ROSE HOSPITAL,NOT AVAILABLE,27200 CALAROGA AVENUE,94545,0,OPEN,217,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.srhca.org,217,NOT AVAILABLE,FALSE
45995204,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,NOT AVAILABLE,2510 NORTH CALIFORNIA STREET,95204,0,OPEN,35,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.stjosephscanhelp.org,35,NOT AVAILABLE,FALSE
46095204,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,NOT AVAILABLE,1800 NORTH CALIFORNIA STREET,95204,0,OPEN,364,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.stjosephscares.org,364,NOT AVAILABLE,TRUE
13291741,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,NOT AVAILABLE,250 SOUTH GRAND AVENUE,91741,0,OPEN,105,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.cvhp.org/our_facilities/foothill_presbyterian.aspx,105,NOT AVAILABLE,TRUE
14791204,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,NOT AVAILABLE,1420 SOUTH CENTRAL AVENUE,91204,0,OPEN,334,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.glendalememorial.com,334,NOT AVAILABLE,FALSE
19090027,KAISER FOUNDATION LOS ANGELES MEDICAL CENTER,NOT AVAILABLE,4867 SUNSET BOULEVARD,90027,0,OPEN,460,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.kaiserpermanente.org,460,NOT AVAILABLE,FALSE
19391402,KAISER PERMANENTE PANORAMA CITY,NOT AVAILABLE,13652 CANTARA STREET,91402,0,OPEN,218,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.kaiserpermanente.org,218,NOT AVAILABLE,FALSE
36691356,PROVIDENCE TARZANA MEDICAL CENTER,NOT AVAILABLE,18321 CLARK STREET,91356,0,OPEN,249,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://california.providence.org/,249,NOT AVAILABLE,FALSE
42990020,SHRINERS HOSPITAL FOR CHILDREN - L.A.,NOT AVAILABLE,3160 GENEVA STREET,90020,0,OPEN,60,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.shrinershospitalsforchildren.org/hospitals/locations/losa ngeles.aspx,60,NOT AVAILABLE,FALSE
50190716,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,TRI-CITY REGIONAL MEDICAL CENTER,21530 SOUTH PIONEER BOULEVARD,90716,0,OPEN,107,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.tcrmc.org/,107,NOT AVAILABLE,FALSE
45295422,ADVENTIST HEALTH CLEARLAKE,NOT AVAILABLE,15630 18TH AVE - HWY 53,95422,0,OPEN,32,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.adventisthealth.org,32,NOT AVAILABLE,TRUE
6193638,VALLEY CHILDREN'S HOSPITAL,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,9300 VALLEY CHILDREN'S PLACE,93638,0,OPEN,356,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.valleychildrens.org/pages/default.aspx,356,NOT AVAILABLE,TRUE
11792270,EISENHOWER MEDICAL CENTER,NOT AVAILABLE,39-000 BOB HOPE DRIVE,92270,0,OPEN,489,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.emc.org,489,NOT AVAILABLE,TRUE
15295124,GOOD SAMARITAN HOSPITAL-SAN JOSE,NOT AVAILABLE,2425 SAMARITAN DRIVE,95124,0,OPEN,404,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.goodsamsanjose.com,404,NOT AVAILABLE,TRUE
20495051,KAISER FND HOSP - SANTA CLARA,NOT AVAILABLE,700 LAWRENCE EXPRESSWAY,95051,0,OPEN,327,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.kaiserpermanente.org,327,NOT AVAILABLE,TRUE
27094304,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,NOT AVAILABLE,725 WELCH ROAD,94304,0,OPEN,302,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.lpch.org,302,NOT AVAILABLE,TRUE
19494063,KAISER FND HOSP - REDWOOD CITY,NOT AVAILABLE,1100 VETERANS BOULEVARD,94063,0,OPEN,149,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.kaiserpermanente.org,149,NOT AVAILABLE,FALSE
18094520,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,NOT AVAILABLE,2540 EAST STREET,94520,0,OPEN,245,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.johnmuirhealth.com,245,NOT AVAILABLE,FALSE
47794509,SUTTER DELTA MEDICAL CENTER,NOT AVAILABLE,3901 LONE TREE WAY,94509,0,OPEN,145,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.sutterdelta.org,145,NOT AVAILABLE,FALSE
19995825,KAISER FND HOSP - SACRAMENTO,NOT AVAILABLE,2025 MORSE AVENUE,95825,0,OPEN,287,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.kaiserpermanente.org,287,NOT AVAILABLE,FALSE
43195945,SIERRA NEVADA MEMORIAL HOSPITAL,NOT AVAILABLE,155 GLASSON WAY,95945,0,OPEN,104,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.snmh.org,104,NOT AVAILABLE,TRUE
24690623,LA PALMA INTERCOMMUNITY HOSPITAL,NOT AVAILABLE,7901 WALKER STREET,90623,0,OPEN,141,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.lapalmaintercommunityhospital.com,141,NOT AVAILABLE,TRUE
38492673,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,NOT AVAILABLE,654 CAMINO DE LOS MARES,92673,0,CLOSED,73,http://www.oshpd.ca.gov/hid/facility-listing.html,2/4/16 0:00,http://www.memorialcare.org,73,NOT AVAILABLE,FALSE
13795991,FREMONT MEDICAL CENTER,NOT AVAILABLE,970 PLUMAS STREET,95991,0,OPEN,46,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/19 0:00,http://www.frhg.org/,46,NOT AVAILABLE,FALSE
10230143,PIEDMONT MOUNTAINSIDE HOSPITAL,NOT AVAILABLE,1266 EAST CHURCH STREET,30143,0,OPEN,48,http://www.gamap2care.info/,8/9/19 0:00,http://www.piedmontmountainsidehospital.org,52,NOT AVAILABLE,FALSE
15530606,ST MARYS HEALTH CARE SYSTEM,NOT AVAILABLE,1230 BAXTER STREET,30606,0,OPEN,165,http://www.gamap2care.info/,8/9/19 0:00,http://www.stmarysathens.com,196,NOT AVAILABLE,TRUE
14130080,RIDGEVIEW INSTITUTE,NOT AVAILABLE,3995 SOUTH COBB DRIVE SE,30080,0,OPEN,92,http://www.gamap2care.info/,8/9/19 0:00,http://www.ridgeviewinstitute.com,216,NOT AVAILABLE,FALSE
1553715,ST MARYS HOSPITAL MADISON,NOT AVAILABLE,700 SOUTH PARK ST,53715,6082516100,OPEN,440,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/19 0:00,http://www.stmarysmadison.com,440,NOT AVAILABLE,TRUE
8253213,AURORA PSYCHIATRIC HSPTL,NOT AVAILABLE,1220 DEWEY AVE,53213,4144546600,OPEN,105,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/19 0:00,http://www.aurorahealthcare.org,105,NOT AVAILABLE,FALSE
9753097,COLUMBIA CENTER,NOT AVAILABLE,13125 N PORT WASHINGTON RD,53097,2622437408,OPEN,17,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/19 0:00,http://www.columbiacenter.org,17,NOT AVAILABLE,TRUE
4354923,THEDACARE MEDICAL CENTER BERLIN,NOT AVAILABLE,225 MEMORIAL DRIVE,54923,9203611313,OPEN,25,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/19 0:00,http://www.chnwi.org,25,NOT AVAILABLE,TRUE
63072758,MERCY HOSPITAL ROGERS,NOT AVAILABLE,2710 RIFE MEDICAL LANE,72758,4793388000,OPEN,-999,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,8/8/19 0:00,NOT AVAILABLE,208,LEVEL III,TRUE
10454024,ST CROIX REG MED CTR,NOT AVAILABLE,235 STATE STREET,54024,7154833261,OPEN,25,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/19 0:00,http://www.scrmc.org,25,LEVEL IV,TRUE
11854017,WESTFIELDS HOSPITAL,NOT AVAILABLE,535 HOSPITAL RD,54017,7152462101,OPEN,25,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/19 0:00,http://www.westfieldshospital.com,25,LEVEL IV,TRUE
12453081,ST NICHOLAS HOSPITAL,NOT AVAILABLE,3100 SUPERIOR AVE,53081,9204598300,OPEN,185,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/19 0:00,http://www.stnicholashospital.org,185,LEVEL IV,TRUE
